ARO_ID,Gene,Organism,Antibiotics,Drug_Class,Resistance_Mechanism
3006254,ACT-59,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006255,ACT-60,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006256,ACT-61,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006257,ACT-62,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006258,ACT-63,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006259,ACT-64,Enterobacter,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006260,ACT-65,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006261,ACT-66,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006262,ACT-67,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006263,ACT-68,Enterobacter asburiae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006264,ACT-69,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006265,ACT-70,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006266,ACT-72,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006267,ACT-73,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006268,ACT-74,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006269,ACT-75,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006270,ACT-76,Enterobacter,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006271,ACT-77,Enterobacter,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006272,ACT-78,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006273,ACT-79,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006274,ACT-80,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006275,ACT-81,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006276,ACT-82,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006277,ACT-83,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006278,ACT-84,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006279,ACT-87,Enterobacter kobei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006280,ADC-100,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006297,ADC-120,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006298,ADC-121,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006299,ADC-122,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006300,ADC-123,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006301,ADC-125,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006302,ADC-127,Acinetobacter calcoaceticus,,cephalosporin,antibiotic inactivation
3006303,ADC-128,Acinetobacter calcoaceticus,,cephalosporin,antibiotic inactivation
3006304,ADC-129,Acinetobacter calcoaceticus,,cephalosporin,antibiotic inactivation
3006305,ADC-130,Acinetobacter,,cephalosporin,antibiotic inactivation
3006306,ADC-131,Acinetobacter nosocomialis,,cephalosporin,antibiotic inactivation
3006307,ADC-132,Acinetobacter,,cephalosporin,antibiotic inactivation
3006308,ADC-133,Acinetobacter,,cephalosporin,antibiotic inactivation
3006309,ADC-134,Acinetobacter sp. NIPH 542,,cephalosporin,antibiotic inactivation
3006310,ADC-135,Acinetobacter,,cephalosporin,antibiotic inactivation
3006311,ADC-136,Acinetobacter calcoaceticus,,cephalosporin,antibiotic inactivation
3006312,ADC-137,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006313,ADC-138,Acinetobacter lactucae,,cephalosporin,antibiotic inactivation
3006314,ADC-139,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006315,ADC-140,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006316,ADC-141,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006317,ADC-143,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006318,ADC-144,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006319,ADC-145,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006320,ADC-146,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006321,ADC-147,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006322,ADC-148,Acinetobacter nosocomialis,,cephalosporin,antibiotic inactivation
3006323,ADC-149,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006324,ADC-150,Acinetobacter,,cephalosporin,antibiotic inactivation
3006325,ADC-151,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006326,ADC-152,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006327,ADC-153,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006328,ADC-154,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006329,ADC-155,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006345,ADC-173,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006346,ADC-174,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006347,ADC-175,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006348,ADC-176,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006349,ADC-177,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006350,ADC-178,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006351,ADC-179,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006352,ADC-180,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006353,ADC-184,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006354,ADC-185,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006355,ADC-186,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006356,ADC-187,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006371,ADC-202,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006372,ADC-203,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006373,ADC-204,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006374,ADC-205,Acinetobacter calcoaceticus,,cephalosporin,antibiotic inactivation
3006375,ADC-206,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006376,ADC-207,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006377,ADC-208,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006378,ADC-209,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006379,ADC-210,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006380,ADC-211,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006381,ADC-212,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006382,ADC-213,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006383,ADC-214,Acinetobacter,,cephalosporin,antibiotic inactivation
3006384,ADC-215,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006385,ADC-216,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006386,ADC-217,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006387,ADC-218,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006388,ADC-219,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006389,ADC-220,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006390,ADC-221,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006391,ADC-222,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006392,ADC-223,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006393,ADC-224,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006394,ADC-225,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006395,ADC-226,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006396,ADC-227,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006397,ADC-228,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006398,ADC-229,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006399,ADC-230,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006400,ADC-231,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006401,ADC-232,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006402,ADC-233,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006403,ADC-234,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006404,ADC-235,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006405,ADC-236,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006406,ADC-237,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006407,ADC-238,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006408,ADC-239,Acinetobacter calcoaceticus/baumannii complex,,cephalosporin,antibiotic inactivation
3006409,ADC-24,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006410,ADC-240,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006411,ADC-241,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006412,ADC-242,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006413,ADC-243,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006414,ADC-244,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006415,ADC-245,Acinetobacter calcoaceticus/baumannii complex,,cephalosporin,antibiotic inactivation
3006416,ADC-246,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006417,ADC-247,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006418,ADC-248,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006419,ADC-249,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006420,ADC-250,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006421,ADC-251,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006422,ADC-252,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006423,ADC-253,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3006424,ADC-254,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006425,ADC-255,Acinetobacter nosocomialis,,cephalosporin,antibiotic inactivation
3006426,ADC-256,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006427,ADC-29,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006428,ADC-32,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006429,ADC-33,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006430,ADC-38,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006431,ADC-51,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006432,ADC-52,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006433,ADC-53,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006434,ADC-54,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006435,ADC-57,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006436,ADC-63,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006437,ADC-65,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006438,ADC-66,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006439,ADC-70,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3003886,ADC-80,Acinetobacter,,cephalosporin,antibiotic inactivation
3006440,ADC-83,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,cephalosporin,antibiotic inactivation
3006441,ADC-84,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006442,ADC-85,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,cephalosporin,antibiotic inactivation
3006443,ADC-86,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,cephalosporin,antibiotic inactivation
3006444,ADC-87,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006445,ADC-88,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006446,ADC-89,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006447,ADC-90,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006448,ADC-91,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006449,ADC-92,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006450,ADC-93,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006451,ADC-94,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006452,ADC-95,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006453,ADC-96,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006454,ADC-97,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006455,ADC-98,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006456,ADC-99,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006890,AFM-1,Alcaligenes faecalis,,carbapenem,antibiotic inactivation
3006891,AFM-2,Pseudomonas aeruginosa,,carbapenem,antibiotic inactivation
3006892,ALG11-1,uncultured bacterium,,carbapenem,antibiotic inactivation
3006893,ALG6-1,uncultured bacterium,,carbapenem,antibiotic inactivation
3006894,ALI-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006895,ALI-2,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006896,ANA-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006897,AXC-1,Achromobacter xylosoxidans,,carbapenem,antibiotic inactivation
3006898,AXC-2,Achromobacter ruhlandii,,carbapenem,antibiotic inactivation
3006899,AXC-3,Achromobacter,,carbapenem,antibiotic inactivation
3006900,AXC-4,Achromobacter xylosoxidans,,carbapenem,antibiotic inactivation
3006901,AXC-5,Achromobacter xylosoxidans,,carbapenem,antibiotic inactivation
3006154,BEL-4,Pseudomonas aeruginosa,,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006223,BKC-2,Enterobacter hormaechei,,carbapenem,antibiotic inactivation
3005522,BlaB-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005523,BlaB-10,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005524,BlaB-11,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005525,BlaB-12,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005526,BlaB-13,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005527,BlaB-14,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005528,BlaB-15,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005529,BlaB-16,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005530,BlaB-17,Elizabethkingia anophelis,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005531,BlaB-18,Elizabethkingia anophelis,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005532,BlaB-19,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005533,BlaB-2,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005534,BlaB-20,Elizabethkingia anophelis,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005535,BlaB-22,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005536,BlaB-23,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005537,BlaB-24,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005538,BlaB-25,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005539,BlaB-26,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005540,BlaB-27,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005541,BlaB-28,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005542,BlaB-29,Elizabethkingia anophelis,,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005543,BlaB-3,Elizabethkingia meningoseptica,,carbapenem;penicillin beta-lactam,antibiotic inactivation
