organism_id,name,taxonomy_id,rank,lineage
1230,Klebsiella variicola,244366,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex
1231,Klebsiella variicola At-22,640131,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella variicola
1232,Klebsiella variicola CAG:634,1263083,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella variicola
1233,Klebsiella variicola subsp. tropica,2489014,subspecies,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella variicola
1234,Kluyvera,579,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
1235,Kluyvera ascorbata,51288,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera
1236,Kluyvera cryocrescens,580,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera
1237,Kluyvera genomosp. 2,2774054,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera
1238,Kluyvera georgiana,73098,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera
1239,Kluyvera intermedia,61648,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera
1240,Kluyvera sp. MRB7,1491392,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera; unclassified Kluyvera
1241,Kocuria carniphila,262208,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Kocuria
1242,Kocuria kristinae,37923,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia
1243,Kocuria marina,223184,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Kocuria
1244,Kocuria rhizophila,72000,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Kocuria
1245,Kocuria rosea,1275,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Kocuria
1246,Kocuria salsicia,664639,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Kocuria
1247,Kocuria varians,1272,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Kocuria
1248,Kosakonia cowanii,208223,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kosakonia
1249,Kosakonia quasisacchari,2529380,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kosakonia
1250,Kosakonia radicincitans,283686,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kosakonia
1251,Kroppenstedtia eburnea,714067,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia
1252,Kroppenstedtia pulmonis,1380685,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia
1253,Kroppenstedtia sanguinis,1380684,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia
1254,Kurthia gibsonii,33946,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Kurthia
1255,Kurthia zopfii,1650,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Kurthia
1256,Kytococcus schroeteri,138300,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Kytococcaceae; Kytococcus
1257,Kytococcus sedentarius,1276,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Kytococcaceae; Kytococcus
1258,Lachnoanaerobaculum orale,979627,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum
1259,Lachnoanaerobaculum umeaense,617123,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum
1260,Lacticaseibacillus casei,1582,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus
1261,Lacticaseibacillus paracasei,1597,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus
1262,Lacticaseibacillus rhamnosus,47715,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus
1263,Lactimicrobium massiliense,2161814,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Lactimicrobium
1264,Lactiplantibacillus plantarum,1590,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactiplantibacillus
1265,Lactobacillus acidophilus,1579,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1266,Lactobacillus antri,227943,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus
1267,Lactobacillus coleohominis,181675,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus
1268,Lactobacillus crispatus,47770,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1269,Lactobacillus fornicalis,88164,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1270,Lactobacillus gasseri,1596,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1271,Lactobacillus gastricus,227942,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus
1272,Lactobacillus hominis,1203033,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1273,Lactobacillus iners,147802,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1274,Lactobacillus isalae,2993455,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1275,Lactobacillus jensenii,109790,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1276,Lactobacillus johnsonii,33959,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1277,Lactobacillus kalixensis,227944,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1278,Lactobacillus mucosae,97478,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus
1279,Lactobacillus mulieris,2508708,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1280,Lactobacillus paragasseri,2107999,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1281,Lactobacillus paraplantarum,60520,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactiplantibacillus
1282,Lactobacillus salivarius,1624,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Ligilactobacillus
1283,Lactobacillus saniviri,931533,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus
1284,Lactobacillus senioris,931534,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lentilactobacillus
1285,Lactobacillus ultunensis,227945,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
1286,Lactococcus garvieae,1363,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus
1287,Lactococcus lactis,1358,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus
1288,Lactonifactor longoviformis,341220,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Lactonifactor
1289,Laribacter hongkongensis,168471,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Aquaspirillaceae; Laribacter
1290,Lautropia dentalis,2490857,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia
1291,Lautropia mirabilis,47671,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia
1292,Lawsonella clevelandensis,1528099,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Lawsonellaceae; Lawsonella
1293,Lawsonibacter asaccharolyticus,2108523,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Lawsonibacter
1294,Leclercia adecarboxylata,83655,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Leclercia
1295,Leclercia pneumoniae,2815358,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Leclercia
1296,Legionella anisa,28082,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1297,Legionella birminghamensis,28083,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1298,Legionella bozemanii,447,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1299,Legionella cardiaca,1071983,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1300,Legionella cherrii,28084,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1301,Legionella cincinnatiensis,28085,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1302,Legionella dumoffii,463,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Fluoribacter
1303,Legionella erythra,448,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1304,Legionella feeleii,453,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1305,Legionella gormanii,464,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Fluoribacter
1306,Legionella hackeliae,449,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1307,Legionella jordanis,456,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1308,Legionella lansingensis,45067,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1309,Legionella londiniensis,45068,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1310,Legionella longbeachae,450,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1311,Legionella lytica,96232,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1312,Legionella maceachernii,466,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1313,Legionella micdadei,451,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1314,Legionella nagasakiensis,535290,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1315,Legionella nautarum,45070,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1316,Legionella oakridgensis,29423,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1317,Legionella parisiensis,45071,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1318,Legionella pneumophila,446,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1319,Legionella pneumophila 130b,866628,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; Legionella pneumophila; Legionella pneumophila serogroup 1
1320,Legionella pneumophila str. Paris,297246,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; Legionella pneumophila
1321,Legionella resiliens,2905958,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1322,Legionella rubrilucens,458,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1323,Legionella sainthelensi,28087,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1324,Legionella steelei,947033,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1325,Legionella tucsonensis,40335,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1326,Legionella wadsworthii,28088,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
1327,Leifsonia aquatica,144185,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Leifsonia
1328,Lelliottia amnigena,61646,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Lelliottia
1329,Leminorella grimontii,82981,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Budviciaceae; Leminorella
1330,Leminorella richardii,158841,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Budviciaceae; Leminorella
1331,Lentzea albidocapillata,40571,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Lentzea
1332,Leptotrichia alba,3239304,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia
1333,Leptotrichia buccalis,40542,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia
1334,Leptotrichia goodfellowii,157692,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Pseudoleptotrichia
