gene_id,aro_accession,name,family_id,description,mechanism_id,DNA_accession,RNA_accession
3003794,ARO:3003794,Staphylococcus aureus walK with mutation conferring resistance to daptomycin,3003795,walK is the histidine kinase sensor of a two-component regulatory system controlling peptidoglycan metabolism through regulation of the expression of most of the peptidoglycan hydrolase genes. Mutations in the gene have been found that confer daptomycin resistance.,1001,N/A,N/A
3003796,ARO:3003796,Acinetobacter baumannii ampC beta-lactamase,3004232,A class C beta-lactamase found in Acinetobacter baumannii that confers resistance to piperacillin and cefepime.,1004,gb|CP001182.1|+|2873300-2874451|Abau_ampC_BLA [Acinetobacter baumannii AB0057],gb|ACJ42146.1|+|Abau_ampC_BLA [Acinetobacter baumannii AB0057]
3003797,ARO:3003797,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,3003798,YybT has phosphodiesterase activity towards cyclic dinucleotides using a c-di-GMP hydrolyzing phosphodiesterase domain. Mutations to the gene confer resistance to daptomycin.,1001,N/A,N/A
3003800,ARO:3003800,Enterococcus faecalis gdpD with mutation conferring daptomycin resistance,3003802,gdpD is a glycerolphosphodiesterase whose mutations confer resistance to daptomycin.,1001,N/A,N/A
3003801,ARO:3003801,bcr-1,10002,"Transmembrane protein which expels bicyclomycin from the cell, leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil, often appearing with blaSPM-1, another bicyclomycin resistance gene.",10000,gb|CP012901.1|-|5979157-5980365|bcr-1 [Pseudomonas aeruginosa],gb|ALV80601.1|+|bcr-1 [Pseudomonas aeruginosa]
3003803,ARO:3003803,Staphylococcus aureus agrA with mutation conferring resistance to daptomycin,3003804,agrA is an autoinducer in a peptide-quorum two-component regulatory system whose mutations confer daptomycin resistance.,1001,N/A,N/A
3003805,ARO:3003805,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,3003806,"gshF is a bifunctional glutamate-cysteine ligase/ glutathione synthetase that when mutated, confers daptomycin resistance.",1001,N/A,N/A
3003807,ARO:3003807,"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",10004,AcrR is a repressor of the AcrAB-TolC multidrug efflux complex. AcrR mutations result in high level antibiotic resistance. The mutations associated with this model are specific to E. coli.,10000;1001,N/A,N/A
3003808,ARO:3003808,carO,3004283,"carO is a transmembrane beta-barrel involved in the influx of carbapenem antibiotics in Acinetobacter baumannii. Disruption of the carO gene by distinct insertion elements results in a loss of carO expression causing resistance to carbapenem antibiotics. Homologs of carO have been identified in genera Acinetobacter, Moraxella and Psychrobacter.",3000244;3003764,N/A,N/A
3003809,ARO:3003809,Acinetobacter baumannii OprD conferring resistance to imipenem,3004278,"An outer member protein (OMP) found in Acinetobacter baumannii involved in the uptake of imipenem and basic amino acids. This porin is homologous to Pseudomonas aeruginosa OprD, which performs an identical function.",3000244;3003764,N/A,N/A
3003811,ARO:3003811,adeC,10004,"AdeC is the outer membrane factor of the AdeABC multidrug efflux complex. It can be replaced by other outer membrane channels, and is not essential for antibiotic resistance.",10000,gb|CP013924.1|+|2063743-2065140|adeC [Acinetobacter baumannii],gb|ALX99516.1|+|adeC [Acinetobacter baumannii]
3003813,ARO:3003813,Enterococcus faecalis drmA with mutation conferring daptomycin resistance,3003814,"drmA is an uncharacterized 6-pass membrane protein, with mutations to the protein causing modest resistance to daptomycin.",1001,N/A,N/A
3003815,ARO:3003815,Enterococcus faecalis YvlB with mutation conferring daptomycin resistance,3003816,"YvlB is a putative target of the liaFSR signalling pathway, whose mutations confer daptomycin resistance.",1001,N/A,N/A
3003817,ARO:3003817,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,3003292,"Mutations in the A subunit of DNA gyrase reduce its affinity for fluoroquinolones, thereby conferring resistance.",1001,N/A,N/A
3003818,ARO:3003818,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,3000619,Mutations in Acinetobacter baumannii parC that result in resistance to fluoroquinolones.,1001,N/A,N/A
3003820,ARO:3003820,mgrB,3007684,mgrB is a small transmembrane protein produced in the PhoPQ signalling system. It acts as a negative regulator in this system. Inactivation or down-regulation of mgrB confers colistin resistance by absence as shown in Klebsiella pneumoniae.,10000,N/A,N/A
3003835,ARO:3003835,cdeA,3000112,Clostridioides difficile and Escherichia coli multidrug efflux transporter with antiporter function. Confers resistance to fluoroquinolones in E. coli and acriflavin in Clostridioides difficile.,10000,gb|AJ574887.1|-|371-1696|cdeA [Clostridioides difficile],gb|CAE00499.1|+|cdeA [Clostridioides difficile]
3003836,ARO:3003836,qacH,10003,qacH is a subunit of the qac multidrug efflux pump in Staphylococcus saprophyticus.,10000,gb|Y16945.1|+|1862-2185|qacH [Staphylococcus saprophyticus],gb|CAA76544.1|+|qacH [Staphylococcus saprophyticus]
3003838,ARO:3003838,gadW,10004,"GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and, in situations where GadX is missing, activates gadA and gadBC.",10000,gb|CP015085.1|-|2551712-2552440|gadW [Escherichia coli O25b:H4],gb|ANK04027.1|+|gadW [Escherichia coli O25b:H4]
3003839,ARO:3003839,Mrx,3000333,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.,10000,gb|AY522923.1|-|7745-8983|Mrx [Aeromonas hydrophila],gb|AAS13767.1|+|Mrx [Aeromonas hydrophila]
3003841,ARO:3003841,kdpE,3004046,kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.,10000,gb|U00096.3|-|721056-721733|kdpE [Escherichia coli str. K-12 substr. MG1655],gb|AAC73788.1|+|kdpE [Escherichia coli str. K-12 substr. MG1655]
3003842,ARO:3003842,MUS-2,3004067,MUS-2 is a chromosome-encoded beta-lactamase from Myroides odoratimimus.,1004,gb|KP658209.1|+|1-741|MUS-2 [Myroides odoratimimus],gb|AKN19901.1|+|MUS-2 [Myroides odoratimimus]
3003843,ARO:3003843,leuO,10002,"leuO, a LysR family transcription factor, exists in a wide variety of bacteria of the family Enterobacteriaceae and is involved in the regulation of as yet unidentified genes affecting the stress response and pathogenesis expression. LeuO is also an activator of the MdtNOP efflux pump.",10000,gb|LR730402.1|+|740043-740987|leuO [Escherichia coli],gb|VWQ00850.1|+|leuO [Escherichia coli]
3003844,ARO:3003844,mfd,3000419,"mfd dissociates transcription elongation complexes blocked at nonpairing lesions and mediates recruitment of DNA repair proteins. The Mfd (mutation frequency decline) protein, also known as transcription-repair coupling factor, is responsible for ATP-dependent removal of stalled RNA polymerase from DNA lesions by inducing forward movement of the RNA polymerase and subsequent recruitment of nucleotide excision repair machinery to the sites of the lesions.",10000,N/A,N/A
3003847,ARO:3003847,ADC-1,3003846,ADC-1 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|AJ009979.1|+|1-1152|ADC-1 [Acinetobacter baumannii],gb|CAB77444.1|+|ADC-1 [Acinetobacter baumannii]
3003848,ARO:3003848,ADC-2,3003846,ADC-2 is a beta-lactamase found in Oligella urethralis.,1004,gb|AY177427.1|+|1142-2293|ADC-2 [Oligella urethralis],gb|AAO43172.1|+|ADC-2 [Oligella urethralis]
3003849,ARO:3003849,ADC-3,3003846,ADC-3 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|AY178995.1|+|1-1152|ADC-3 [Acinetobacter baumannii],gb|AAO59456.1|+|ADC-3 [Acinetobacter baumannii]
3003850,ARO:3003850,ADC-4,3003846,ADC-4 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|AY178996.1|+|1-1152|ADC-4 [Acinetobacter baumannii],gb|AAO59457.1|+|ADC-4 [Acinetobacter baumannii]
3003851,ARO:3003851,ADC-5,3003846,ADC-5 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AJ575184.1|+|1-1152|ADC-5 [Acinetobacter pittii],gb|CAE00827.1|+|ADC-5 [Acinetobacter pittii]
3003852,ARO:3003852,ADC-6,3003846,ADC-6 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|MG601730.1|+|1-1152|ADC-6 [Acinetobacter baumannii],gb|AUD40659.1|+|ADC-6 [Acinetobacter baumannii]
3003853,ARO:3003853,ADC-7,3003846,ADC-7 is a beta-lactamase that is found in Acinetobacter baumannii.,1004,gb|AY648950.1|+|1-1152|ADC-7 [Acinetobacter baumannii],gb|AAT70411.1|+|ADC-7 [Acinetobacter baumannii]
3003854,ARO:3003854,ADC-8,3003846,ADC-8 is a beta-lactamase found in Acinetobacter sp.,1004,gb|AM293332.3|+|1-1194|ADC-8 [Acinetobacter baylyi ADP1],gb|CAL25116.3|+|ADC-8 [Acinetobacter baylyi ADP1]
3003855,ARO:3003855,ADC-10,3003846,ADC-10 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|DQ883640.1|+|1-1167|ADC-10 [Acinetobacter baumannii],gb|ABI18382.1|+|ADC-10 [Acinetobacter baumannii]
3003856,ARO:3003856,ADC-12,3003846,ADC-12 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283529.1|+|1-1152|ADC-12 [Acinetobacter pittii],gb|CAK95249.1|+|ADC-12 [Acinetobacter pittii]
3003857,ARO:3003857,ADC-13,3003846,ADC-13 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283528.2|+|1-1152|ADC-13 [Acinetobacter pittii],gb|CAK95248.2|+|ADC-13 [Acinetobacter pittii]
3003858,ARO:3003858,ADC-14,3003846,ADC-14 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283527.1|+|1-1152|ADC-14 [Acinetobacter pittii],gb|CAK95247.1|+|ADC-14 [Acinetobacter pittii]
3003859,ARO:3003859,ADC-15,3003846,ADC-15 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283526.1|+|1-1152|ADC-15 [Acinetobacter pittii],gb|CAK95246.1|+|ADC-15 [Acinetobacter pittii]
3003860,ARO:3003860,ADC-16,3003846,ADC-16 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283525.1|+|1-1152|ADC-16 [Acinetobacter pittii],gb|CAK95245.1|+|ADC-16 [Acinetobacter pittii]
3003861,ARO:3003861,ADC-17,3003846,ADC-17 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283524.1|+|1-1152|ADC-17 [Acinetobacter pittii],gb|CAK95244.1|+|ADC-17 [Acinetobacter pittii]
3003862,ARO:3003862,ADC-18,3003846,ADC-18 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283523.1|+|1-1152|ADC-18 [Acinetobacter pittii],gb|CAK95243.1|+|ADC-18 [Acinetobacter pittii]
3003863,ARO:3003863,ADC-19,3003846,ADC-19 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283522.1|+|1-1152|ADC-19 [Acinetobacter pittii],gb|CAK95242.1|+|ADC-19 [Acinetobacter pittii]
3003864,ARO:3003864,ADC-20,3003846,ADC-20 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283521.1|+|1-1152|ADC-20 [Acinetobacter pittii],gb|CAK95241.1|+|ADC-20 [Acinetobacter pittii]
3003865,ARO:3003865,ADC-21,3003846,ADC-21 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283520.1|+|1-1152|ADC-21 [Acinetobacter pittii],gb|CAK95240.1|+|ADC-21 [Acinetobacter pittii]
3003866,ARO:3003866,ADC-22,3003846,ADC-22 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283519.1|+|1-1152|ADC-22 [Acinetobacter pittii],gb|CAK95239.1|+|ADC-22 [Acinetobacter pittii]
3003867,ARO:3003867,ADC-23,3003846,ADC-23 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|AM283518.1|+|1-1152|ADC-23 [Acinetobacter pittii],gb|CAK95238.1|+|ADC-23 [Acinetobacter pittii]
3003868,ARO:3003868,ADC-25,3003846,ADC-25 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|EF016355.1|+|1-1152|ADC-25 [Acinetobacter baumannii],gb|ABK34773.1|+|ADC-25 [Acinetobacter baumannii]
3003870,ARO:3003870,ADC-31,3003846,ADC-31 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|CP001921.1|+|2803997-2805148|ADC-31 [Acinetobacter baumannii 1656-2],gb|ADX04315.1|+|ADC-31 [Acinetobacter baumannii 1656-2]
3003871,ARO:3003871,ADC-39,3003846,ADC-39 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|EU652244.1|+|1-1152|ADC-39 [Acinetobacter baumannii],gb|ACC95874.1|+|ADC-39 [Acinetobacter baumannii]
3003872,ARO:3003872,ADC-41,3003846,ADC-41 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|FJ744160.1|+|1-1152|ADC-41 [Acinetobacter pittii],gb|ACN62070.1|+|ADC-41 [Acinetobacter pittii]
3003873,ARO:3003873,ADC-42,3003846,ADC-42 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|FJ744161.1|+|1-1152|ADC-42 [Acinetobacter pittii],gb|ACN62071.1|+|ADC-42 [Acinetobacter pittii]
3003874,ARO:3003874,ADC-43,3003846,ADC-43 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|FJ744162.1|+|1-1152|ADC-43 [Acinetobacter pittii],gb|ACN62072.1|+|ADC-43 [Acinetobacter pittii]
3003876,ARO:3003876,ADC-44,3003846,ADC-44 is a beta-lactamase found in Acinetobacter pittii.,1004,gb|FJ744163.1|+|1-1152|ADC-44 [Acinetobacter pittii],gb|ACN62073.1|+|ADC-44 [Acinetobacter pittii]
3003878,ARO:3003878,ADC-56,3003846,ADC-56 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|HQ662682.1|+|1-1152|ADC-56 [Acinetobacter baumannii],gb|AEG47700.1|+|ADC-56 [Acinetobacter baumannii]
3003879,ARO:3003879,ADC-61,3003846,ADC-61 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|JQ753702.1|+|1-1152|ADC-61 [Acinetobacter baumannii],gb|AFI56570.1|+|ADC-61 [Acinetobacter baumannii]
3003880,ARO:3003880,ADC-74,3003846,ADC-74 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881234.1|+|1-1152|ADC-74 [Acinetobacter baumannii],gb|ALA14809.1|+|ADC-74 [Acinetobacter baumannii]
3003881,ARO:3003881,ADC-75,3003846,ADC-75 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881235.1|+|1-1152|ADC-75 [Acinetobacter baumannii],gb|ALA14810.1|+|ADC-75 [Acinetobacter baumannii]
3003882,ARO:3003882,ADC-76,3003846,ADC-76 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881236.1|+|1-1152|ADC-76 [Acinetobacter baumannii],gb|ALA14811.1|+|ADC-76 [Acinetobacter baumannii]
3003883,ARO:3003883,ADC-77,3003846,ADC-77 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881237.1|+|54-1205|ADC-77 [Acinetobacter baumannii],gb|ALA14812.1|+|ADC-77 [Acinetobacter baumannii]
3003884,ARO:3003884,ADC-78,3003846,ADC-78 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881238.1|+|1-1152|ADC-78 [Acinetobacter baumannii],gb|ALA14813.1|+|ADC-78 [Acinetobacter baumannii]
3003885,ARO:3003885,ADC-79,3003846,ADC-79 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881239.1|+|1-1152|ADC-79 [Acinetobacter baumannii],gb|ALA14814.1|+|ADC-79 [Acinetobacter baumannii]
3003886,ARO:3003886,ADC-80,3003846,ADC-80 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|NG_048686.1|+|1-1152|ADC-80 [Acinetobacter],gb|WP_029424536.1|+|ADC-80 [Acinetobacter]
3003887,ARO:3003887,ADC-81,3003846,ADC-81 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|KP881241.1|+|1-1167|ADC-81 [Acinetobacter baumannii],gb|ALA14816.1|+|ADC-81 [Acinetobacter baumannii]
3003888,ARO:3003888,ADC-82,3003846,ADC-82 is a beta-lactamase found in Acinetobacter baumannii.,1004,gb|JEXY01000001.1|+|380-1531|ADC-82 [Acinetobacter baumannii 1552865],gb|EXE65374.1|+|ADC-82 [Acinetobacter baumannii 1552865]
3003889,ARO:3003889,Escherichia coli GlpT with mutation conferring resistance to fosfomycin,3004247,"Point mutations to the active importer GlpT, which is involved with the uptake of many phosphorylated sugars, confer resistance to fosfomycin by reducing import of the drug into the bacteria.",1001,N/A,N/A
3003890,ARO:3003890,Escherichia coli UhpT with mutation conferring resistance to fosfomycin,3004248,"Mutations to the active importer UhpT, which is involved with the uptake of many phosphorylated sugars, confer resistance to fosfomycin by reducing import of the drug into the bacteria.",1001,N/A,N/A
3003893,ARO:3003893,Escherichia coli UhpA with mutation conferring resistance to fosfomycin,3004248,"uhpA is a positive activator of the fosfomycin importer uhpT, thus mutations to uhpA confer fosfomycin resistance by reducing uhpT expression. Both knockout and amino acid substitution mutations have been found that confer resistance, with the Protein Knockout model describing the large, knockout mutations causing loss of function of the gene, and the Protein Variant model describing the amino acid substitutions.",1001,N/A,N/A
3003894,ARO:3003894,Rm3,3004225,"Rm3 is a class B3 metallo-beta-lactamase isolated from a metagenomic soil sample in Yorkshire, United Kingdom, shown to confer resistance to clinically used penicillins, cephalosporins, and carbapenems.",1001,gb|KF485393.2|+|6724-7632|Rm3 [uncultured bacterium],gb|AGU01679.2|+|Rm3 [uncultured bacterium]
